DATE,INDPRO,PAYEMS,UNRATENSA,MPRIME,TOTALSA,Class
1993-02-01,0.0023660421387905473,0.001709240648571253,0.008362731472429719,-0.002497099769810829,0.00708023779610345,0
1993-03-01,0.0024253544077037503,0.001806320273498585,0.009035361388518792,-0.0011399397408788925,0.007056433604196055,0
1993-04-01,0.00249931828643124,0.0018945612119640742,0.009329969163864416,-8.538459566498346e-05,0.0074166677754266,0
1993-05-01,0.002565156660188528,0.0019707699479454277,0.00927081980052824,0.0004392022820227659,0.008057702836703928,0
1993-06-01,0.0026405488685981027,0.002042756652354427,0.009062789638172086,0.0005541615205642003,0.00870541065291297,0
1993-07-01,0.0027368829702503206,0.002115467890838829,0.008880635664568537,0.000862767839571621,0.00926997635611615,0
1993-08-01,0.0028889356150099132,0.002190594863064277,0.008896589396265808,0.001890956690660639,0.009314354161478633,0
1993-09-01,0.003119059221589282,0.002269846963235622,0.009140468204958285,0.0037689782204517464,0.008747841113485588,0
1993-10-01,0.0034170957233952137,0.0023533314403394456,0.00943708752074257,0.006374888959607361,0.007805819754955756,0
1993-11-01,0.0037577990629777958,0.0024388269403825547,0.009767524011317752,0.009493565661051084,0.0068459868428445425,0
1993-12-01,0.004104933177723424,0.0025211626323535796,0.010189276279862769,0.012770791935053483,0.005976265772086098,0
1994-01-01,0.00442296480545501,0.0025913418268928012,0.010627925300327412,0.015756285972609252,0.005443777906196434,0
1994-02-01,0.0046869978656642886,0.0026470750870117854,0.01104361108340779,0.018349105574929414,0.005385739513982912,0
1994-03-01,0.004904820926427078,0.0026955083469637486,0.011477318142679716,0.020603754494850746,0.005426587315370934,0
1994-04-01,0.005075466512193927,0.002738308664850919,0.011986920378254995,0.022626439324114678,0.005024963964115781,0
1994-05-01,0.0051760449985591706,0.0027675953881676207,0.01259323339609475,0.024608848890537383,0.004029806969974015,0
1994-06-01,0.005184890913589868,0.0027762837698777076,0.013144123986159384,0.026390713780105823,0.0025549167397116435,0
1994-07-01,0.005090053671381156,0.0027566845447353217,0.013296720442873333,0.02754236302396529,0.0007759425830364819,0
1994-08-01,0.0049144281776598575,0.002704064464150946,0.012879524852120738,0.027782360083297375,-0.0007084275452897693,0
1994-09-01,0.00467757509295641,0.002620155989477624,0.0119591510103505,0.02703294338167206,-0.0015360157423960352,0
1994-10-01,0.0043989605013807775,0.002509478469400861,0.010701095529777271,0.025327521478181847,-0.0018187522734476325,0
1994-11-01,0.004131463698334947,0.0023846889664387305,0.009133769322285712,0.022865259868245058,-0.0015845497724713553,0
1994-12-01,0.003900895520486891,0.0022579142468970304,0.007431490209359071,0.019962489828027064,-0.0010367915179498866,0
1995-01-01,0.003701144450786842,0.0021381469753674054,0.005885687039859588,0.01693715054781153,-0.0006765048724095557,0
1995-02-01,0.003518686588326325,0.002028465989546646,0.004625380327835105,0.014069168338849192,-0.0006047135093876221,0
1995-03-01,0.00331838809983509,0.001922144433205375,0.003665712359718132,0.01146195844499509,-0.0006277460141053126,0
1995-04-01,0.0030909379277961335,0.0018157305562755965,0.0028120556513488992,0.008962266458147017,-0.0007794456748664302,0
1995-05-01,0.0028763376661586904,0.0017168380058816268,0.0019225579320516495,0.0063285376698414275,-0.0006278259861924873,0
1995-06-01,0.002706441200283294,0.0016325495952393965,0.001049682059022894,0.003569054051236087,-9.991087575045299e-07,0
1995-07-01,0.0026331777943573442,0.0015681960971818398,0.000317969933912865,0.0008258077421632315,0.0009857883343165064,0
1995-08-01,0.0026929035693585845,0.001532029628377174,-0.00011173218157223275,-0.0017378866337307564,0.0020925078555342758,0
1995-09-01,0.002900586457849741,0.0015293142813366245,-4.5483052864669915e-05,-0.0038944014367272572,0.003003298262633791,0
1995-10-01,0.00320385815352342,0.0015602140785571095,0.0005444498324027602,-0.005384966756532883,0.0034304740437574033,0
1995-11-01,0.0035165593880348567,0.0016143722846386765,0.0016201407178639826,-0.006166606144624165,0.003326616200913346,0
1995-12-01,0.003770377419523463,0.0016763671635438016,0.002918708770989209,-0.0063398762106250395,0.0029214941088460122,0
1996-01-01,0.003932209145040666,0.001733917254480133,0.004098980177357214,-0.006053935822475598,0.002375580216301909,0
1996-02-01,0.004038273154803207,0.0017828675484867773,0.0048471802624043825,-0.005615899707460681,0.0017373428739708707,0
1996-03-01,0.004133723953370527,0.0018226802350014282,0.005123766872993096,-0.005172287156625988,0.001064307388709551,0
1996-04-01,0.004257593655464298,0.001857154289686136,0.00515814700496775,-0.004697354217172656,0.0007670006763520476,0
1996-05-01,0.004439725844477493,0.0018942712472274081,0.005063303582211631,-0.004141787029330768,0.0006699956932796347,0
1996-06-01,0.004685516671697698,0.0019391098152912178,0.004980149130094036,-0.003448337271405144,0.0005402209873914821,0
1996-07-01,0.004949462140698024,0.0019912183595813815,0.005137779762168115,-0.0025245566106479878,0.00022102834397097482,0
1996-08-01,0.005153105794899027,0.002040258617990176,0.0055779845651318105,-0.0013966582652065185,-0.00046822276839275645,0
1996-09-01,0.0052723790005266835,0.0020774865751231886,0.0061366710252663825,-0.00021863869086091725,-0.0013493747073138884,0
1996-10-01,0.005339558259467303,0.00209895148822703,0.006703724888497353,0.0008057777135013211,-0.0017635214649156516,0
1996-11-01,0.005382370570389483,0.002103693638105142,0.007151369544419861,0.0015427497647517718,-0.0016030554024779597,0
1996-12-01,0.005450873366391384,0.002103209665365924,0.007405103499727117,0.001955610037113864,-0.0012836680122809696,0
1997-01-01,0.005585623882281787,0.002109558352801244,0.007568462992187497,0.00212965946271515,-0.0008002783304537076,0
1997-02-01,0.005779950794661204,0.002123887829151627,0.007720562153408661,0.002226236943206672,-0.00014215453936605726,0
1997-03-01,0.0060173867264339265,0.0021474079350785047,0.007874904794532345,0.00230377186230335,0.0005067050456282196,0
1997-04-01,0.0062447766981268416,0.002180339744334958,0.008198480392383356,0.0023953563610108475,0.0008219935744868678,0
1997-05-01,0.006387764828746256,0.002211663650674822,0.008749274164668197,0.0025037330289112703,0.0007133257477116572,0
1997-06-01,0.0064016751298066055,0.0022306104258156267,0.009311600522329488,0.002565940753922913,0.0004759673881604698,0
1997-07-01,0.0063002871596680166,0.002233518618552921,0.009914042355946506,0.0024881803566829674,0.0005292008335242571,0
1997-08-01,0.006123197162552607,0.0022251519467406666,0.010309425926980476,0.0022475305784919186,0.0011578456745984234,0
1997-09-01,0.005874343310039443,0.002210724499384753,0.010300975354299524,0.001866555807645387,0.0021059172904798196,0
1997-10-01,0.005578885727952176,0.0021930403059595704,0.009902399623164193,0.0013737108754301453,0.002713101180629174,0
1997-11-01,0.005295032299882152,0.0021784262830308876,0.009226534608683057,0.0008449454585948146,0.002869674488970464,0
1997-12-01,0.005039623249857961,0.0021680224059288378,0.0083813115984257,0.0003038539575932475,0.0030501064948289525,0
1998-01-01,0.004797428150673966,0.0021573755299595376,0.007464686407153476,-0.00033911706899081295,0.0032392511424821357,0
1998-02-01,0.004524773082733802,0.0021431445706969754,0.006702533819520795,-0.0011574672134759822,0.0033375238148951603,0
1998-03-01,0.004207451260913153,0.0021217681507792463,0.006220738647704227,-0.0021632201373953386,0.003464565289977628,0
1998-04-01,0.003893103473232351,0.0020918699205036972,0.005951932710072105,-0.0032921192790511533,0.00377134853477612,0
1998-05-01,0.003633172220690817,0.002059879731106662,0.00585321216972523,-0.004421212962233856,0.004442292242909485,0
1998-06-01,0.0034408998201476138,0.0020281396437997756,0.0059226540386210225,-0.005433153852746564,0.005353596180452946,0
1998-07-01,0.0033083711746355604,0.0020012260322399555,0.005829569584196781,-0.00624269813708711,0.006012746235644073,0
