DATE,PN02312FM,PN38705PM,PN02028AM,PD37972BM,PD37974BM,PD37976BM,Recesion
2008-04-01,7820.01100810892,66.5371442717145,109.794424740068,107.626210882824,133.330193780526,128.152188190792,0
2008-05-01,5775.15929145797,66.7829931511919,110.528352360793,107.836571782651,125.477879323024,111.536413921658,0
2008-06-01,5597.29463501213,67.2969566655574,108.575521650983,112.008907690149,135.501632441908,135.598172092485,0
2008-07-01,5920.01758316819,67.6707723621643,112.898971109832,115.911329394954,152.133587650044,132.642900719237,0
2008-08-01,5652.99290351928,68.0703582039768,112.81167602593,113.729810792222,141.059494806347,122.906972859295,0
2008-09-01,5722.37439364492,68.4564541934141,113.366036244667,117.22665676788,149.899558574452,134.392224485421,0
2008-10-01,5734.25168744242,68.8761803820454,113.72801935776,118.06883019922,180.860537658885,125.21046257991,1
2008-11-01,5059.54826383846,69.089023978282,104.990865072572,111.24156597444,171.339764786509,100.228229542213,1
2008-12-01,5098.63554376054,69.3378988396748,101.363118700713,102.62106732879,142.290975085036,95.4702139823112,1
2009-01-01,5432.19673873367,69.4112438363932,104.988159838468,85.842748194456,110.727680120104,97.6023324352912,1
2009-02-01,4354.07114363774,69.3593334568676,97.8515838874551,82.3673611664809,104.592321374477,78.4433597750806,1
2009-03-01,4997.06284278285,69.609179021041,101.122081418309,99.7542661702759,106.172069482599,93.9010740215129,1
2009-04-01,6904.32302655384,69.6224126578754,94.1123911229133,83.174805656447,111.116488929935,93.2292115358096,1
2009-05-01,4749.51014064925,69.5924708515071,95.1545160498512,89.9925040697513,108.542526099211,91.5087556048108,1
2009-06-01,4594.23791735271,69.356151245964,94.5660048056354,97.7051683778814,107.957561482609,85.0487461012721,1
2009-07-01,4706.57185077303,69.4856310540512,100.329304372473,98.8401298092647,113.286837257875,102.483600176445,0
2009-08-01,5026.77218857022,69.3415150199903,101.120491979033,98.7786011400137,106.303672970037,98.859801912202,0
2009-09-01,4772.27679390249,69.28105856763,106.229183702911,102.46194982816,125.299620789707,99.4730668138704,0
2009-10-01,5079.52007148616,69.3660151971089,111.275949466185,102.056379091586,131.503913122752,119.239529252415,0
2009-11-01,5132.46818892938,69.288278429942,107.665745355417,110.161957099345,136.008794730637,115.620543122178,0
