"DATE","PN02020AM","PN02028AM"
Nov99,81.7179902421506,61.0386622170677
Dic99,103.339241866155,57.1387565166511
Ene00,59.4310231100582,59.8563503140352
Feb00,46.2034406832872,60.1624587440895
Mar00,137.0748181402,60.6603468541258
Abr00,80.5273170660201,54.4922143464601
May00,104.149394434292,60.3831144806149
Jun00,104.613287797961,58.3131233411473
Jul00,112.400132783857,60.5436733388324
Ago00,56.2933182824253,64.3686494816326
Sep00,52.3957088027689,58.1922530699447
Oct00,84.3400751967697,61.4584302142944
Nov00,91.8381372907492,60.1893635065832
Dic00,73.9843300277324,56.3877733242833
Ene01,71.4132095912934,58.0570958212228
Feb01,58.7751614993241,55.7495908062982
Mar01,98.5275598182151,59.2200221013129
Abr01,102.193946337198,54.7022581641765
May01,110.689731731671,64.3562904992243
Jun01,91.0991869749203,61.5390231147129
Jul01,93.2700839923942,62.8041122684634
Ago01,67.3922349729783,64.5847327535346
Sep01,63.6345886119241,63.0782294082555
Oct01,98.0511203274874,64.8720615025869
Nov01,67.449884357625,62.7115494002542
Dic01,67.2894351600816,57.4215763991511
Ene02,86.1802083825352,62.9823132802374
Feb02,65.6107916874533,59.9206617766849
Mar02,90.2129190856247,59.4747643052087
Abr02,100.456228244271,65.4123784599961
May02,114.883408724515,65.9094278988294
Jun02,101.098375664251,63.1361775806265
Jul02,102.529886529506,65.7260562755069
Ago02,68.5880398472969,67.6732313438143
Sep02,68.1305665935853,66.0316375573467
Oct02,87.5747310150866,65.7631481396957
Nov02,95.8476209566248,62.9075963347361
Dic02,101.420595646034,62.9499984718511
Ene03,84.3476024198632,64.6490088822767
Feb03,79.6477425519808,62.0005771469549
Mar03,88.8462963694686,64.3692335922702
Abr03,120.522512264856,62.8233556213656
May03,113.737557297856,66.0423492965776
Jun03,100.396443641865,66.2202279306105
Jul03,97.8739774123788,68.1147698891515
Ago03,85.4845048654541,69.0813109763802
Sep03,82.966214109677,67.9564606817571
Oct03,109.851642994867,67.215701145264
Nov03,101.227698510156,65.3246379515613
Dic03,83.9873180496191,65.4404188994425
Ene04,89.7084332778356,70.1259596735087
Feb04,71.3094963031665,66.9290271024947
Mar04,87.4256320415594,72.3755047418789
Abr04,111.142850984279,69.310701618565
May04,122.274975632895,70.9959555661269
Jun04,111.020098157535,72.4707057150387
Jul04,122.835837291994,72.6029227834703
Ago04,73.7372555816953,73.9149841479296
Sep04,73.7228254144598,75.2173973450929
Oct04,104.388458923278,74.5381012072052
Nov04,117.387860809798,73.482814004095
Dic04,97.0954583537655,74.6635384575175
Ene05,91.2749836193702,73.0649979110371
Feb05,81.822488011258,73.9209818823327
Mar05,88.2946587503443,74.6250409884113
Abr05,113.898262930598,75.7766565962743
May05,131.675314262232,78.7816939008867
Jun05,112.92156369009,78.738371414104
Jul05,119.452795047635,76.6324409075278
Ago05,82.8659195343535,83.2004981328141
Sep05,78.2012327796998,80.5771687890706
Oct05,88.9266501688644,80.0043747483057
Nov05,145.403880456621,80.0804823731068
Dic05,95.1948626686145,78.9478894562127
Ene06,92.8020206507227,83.0670091152387
Feb06,80.3973174855597,79.2100436554138
Mar06,104.435061322153,85.8734090684175
Abr06,102.004337192582,77.9956194540496
May06,124.046624775977,85.3147077713366
Jun06,122.410432515956,85.7628701539772
Jul06,99.0190634543754,85.0430686045955
Ago06,94.0736146340132,92.3705046129498
Sep06,89.0456166048607,88.4287848631645
Oct06,94.6995403498779,91.2155589241584
Nov06,113.674614782949,89.3625363726144
Dic06,114.96761244385,89.8348849125278
Ene07,96.7427277355518,94.2445117535376
Feb07,74.0399232262102,89.6036232005544
Mar07,85.3450200961753,99.0416393807052
Abr07,100.954892948818,91.9102922670962
May07,135.275512122752,100.294416244574
Jun07,127.198770361408,97.1980749078804
Jul07,94.2607052926088,101.813323720125
Ago07,85.2476770895252,103.200430874667
Sep07,82.9947211626223,101.485230261794
Oct07,87.6216702667719,109.769913885508
Nov07,116.890584132636,108.769500123792
Dic07,113.42779556492,102.669043379766
Ene08,100.264621273508,105.033478127241
Feb08,93.0601766991921,104.291774805451
Mar08,105.956033169816,105.445899232887
Abr08,123.872178696408,109.794424740068
May08,126.082813178584,110.528352360793
Jun08,136.779666123813,108.575521650983
Jul08,100.296694434305,112.898971109832
Ago08,76.9033090769267,112.81167602593
Sep08,90.0954393732133,113.366036244667
Oct08,101.410840388813,113.72801935776
Nov08,122.060007506049,104.990865072572
Dic08,127.948854808423,101.363118700713
Ene09,101.949818005476,104.988159838468
Feb09,89.6020728458242,97.8515838874551
Mar09,96.0543401851984,101.122081418309
Abr09,104.867559841727,94.1123911229133
May09,151.53383122382,95.1545160498512
Jun09,113.898973950437,94.5660048056354
Jul09,77.4820590078866,100.329304372473
Ago09,80.9353087132622,101.120491979033
Sep09,79.4970482667433,106.229183702911
Oct09,79.0917597741021,111.275949466185
Nov09,109.470053234479,107.665745355417
Dic09,111.219458320503,108.558964163694
Ene10,88.3331253279681,106.904280550994
Feb10,81.239872958512,104.920344397803
Mar10,95.2144628322037,117.253248771237
Abr10,92.2413698230036,112.963208020779
May10,128.951055408123,116.935417877871
Jun10,127.263935752708,116.462152950375
Jul10,96.8020515541347,116.86112883166
Ago10,72.3021607752649,123.033820803248
Sep10,79.2977770992689,124.460354030541
Oct10,90.7764732901457,128.068922188278
Nov10,96.898881034307,128.200584111185
Dic10,89.2118528855903,124.430188380721
Ene11,102.627807160909,123.001710046717
Feb11,91.605196603096,117.425697725635
Mar11,105.299846419974,131.411876559636
Abr11,136.345950467522,118.266716545233
May11,131.742420567576,126.08649010984
Jun11,119.699853351956,124.794057708528
Jul11,112.777938772463,125.178933172477
Ago11,96.5333054709339,130.692835877214
Sep11,90.8415979608067,129.061763543472
Oct11,92.1181506396898,130.220050169049
Nov11,101.439354163584,131.589163433882
Dic11,139.384590050516,124.420169642016
Ene12,126.053247314607,123.216705003887
Feb12,108.854447648852,119.615660988188
Mar12,113.364760348184,121.010258600861
Abr12,115.154548796048,115.0087848611
May12,169.573049232354,126.633510203016
Jun12,162.768648403445,120.068520711838
Jul12,145.053536568187,125.540425986425
Ago12,102.90320283817,131.904472566543
Sep12,104.756918679126,126.863218518502
Oct12,103.126736943341,135.107340385023
Nov12,107.10718755787,134.066075265224
Dic12,126.451777718284,124.881619151414
Ene13,125.0106291643,130.757717109511
Feb13,96.2452863761167,122.910786962122
Mar13,112.090770194767,121.683465382231
Abr13,107.412157446281,130.34931417982
May13,166.252545411331,128.330690500314
Jun13,186.82689438482,123.721550304669
Jul13,134.654501644301,130.757183803186
Ago13,113.100446442355,131.154141829738
Sep13,113.722394643621,134.742594595616
Oct13,117.869307850044,140.312270358485
Nov13,168.217183823153,133.649749932965
Dic13,173.376603397862,129.234356301231
Ene14,129.672343029711,128.552311311835
Feb14,112.021856123797,123.397915621713
Mar14,122.40454638101,129.339274245365
Abr14,136.314183671412,122.9343298524
May14,153.662428025199,128.918174642724
Jun14,142.345660532618,122.049571855374
Jul14,134.370712148341,121.434270001755
Ago14,108.28119283908,127.254516659983
Sep14,105.481788566359,133.121764485219
Oct14,105.095731767337,138.242003949843
Nov14,99.2666380232498,131.143082150988
Dic14,114.191709387757,127.689376895311
Ene15,109.051268959754,123.929491548605
Feb15,99.7621157113588,120.773264725509
Mar15,114.551435919211,124.589870157099
Abr15,181.470060786595,116.799924133114
May15,157.972255836007,121.327625334718
Jun15,135.111915709849,120.655036118841
Jul15,120.483739964971,125.7005492406
Ago15,103.779063960338,125.966214564642
Sep15,96.676684792531,129.776956452186
Oct15,109.022006568782,131.569178260168
Nov15,117.224545164041,127.561316178822
Dic15,140.795698814143,127.063523110931
Ene16,117.211014330886,116.466801912438
Feb16,102.600464241325,119.715573686585
Mar16,108.173838611376,119.24644206404
Abr16,105.218181395036,120.374766289669
May16,116.140412390751,120.348467034676
Jun16,132.546311256567,119.649097865981
Jul16,148.196637236505,116.970607021598
Ago16,121.265213085388,124.417866782968
Sep16,110.91368624795,128.997117579111
Oct16,107.250338275351,127.375606973805
Nov16,134.173707335463,128.673955045798
Dic16,171.293291164142,129.397670944422
Ene17,140.361656901618,118.952041394434
Feb17,110.038200531761,113.217590770956
Mar17,113.254310299303,121.536673415635
Abr17,124.901942242813,109.731037130072
May17,171.774840715898,120.646908421815
Jun17,154.397770587545,117.303622012859
Jul17,124.299900838853,117.941065959418
Ago17,112.499563175327,128.513657468339
Sep17,107.584368694021,128.114215009469
Oct17,110.311177425712,131.278703347189
Nov17,111.028279641976,127.099514947248
Dic17,118.300664172264,124.697491779142
Ene18,143.169762257125,117.704977117892
Feb18,104.60105585301,114.720044099338
Mar18,117.134755176364,123.074610791559
Abr18,177.107979206185,123.556861380924
May18,211.517306246576,125.705150972031
Jun18,154.383974990642,119.878787830406
Jul18,116.49700816555,124.133264246653
Ago18,111.234448556783,132.232176448553
Sep18,110.862038707489,129.606231136065
Oct18,119.687688227916,138.659095363971
Nov18,155.155066218325,131.740329460529
Dic18,170.532601099798,127.075844400627
Ene19,105.25844815219,122.838519495157
Feb19,95.7379427257955,116.274267487262
Mar19,123.01862970567,127.84279567052
Abr19,119.78542009024,117.939581506278
May19,173.740929768997,125.941444256328
Jun19,158.948770907833,119.548250571958
Jul19,129.124354913776,132.78461194858
Ago19,118.308296050026,133.059410161522
Sep19,112.756946904797,131.782893075702
Oct19,128.728152427548,136.455672620313
Nov19,150.816868464646,128.720069700179
Dic19,132.601891090754,130.366088132345
Ene20,106.806077710639,124.120572775268
Feb20,118.952497321442,117.974576859037
Mar20,96.9539197474753,80.4377881131177
Abr20,87.9728098410635,44.0004948660959
May20,121.072840998045,61.565392961913
Jun20,174.587249607088,92.4079621405173
Jul20,137.536629122591,115.057252086548
Ago20,106.86977806071,119.723542882368
Sep20,112.72294586883,127.588983674675
Oct20,125.281315469915,135.05471372574
Nov20,142.101499851807,127.437907044618
Dic20,187.383530320652,128.471147894159
Ene21,134.644579044147,126.316260558508
Feb21,113.066203461784,121.121769384587
Mar21,120.054252859077,129.882599182278
Abr21,116.714889051229,121.687706792779
May21,184.557924745966,126.533411030258
Jun21,160.481421975194,128.688729362086
Jul21,119.160604234461,134.42822069117
Ago21,107.543079776228,138.211348488226
Sep21,105.121205364266,144.397026970269
Oct21,107.200404061688,142.367750867248
Nov21,132.727813930707,139.779786045812
Dic21,165.251791243932,141.461068161941
Ene22,125.910818752929,126.702110387932
Feb22,104.977983944229,128.34241711298
Mar22,101.752026704425,143.717775867073
Abr22,105.417228656443,131.040444830686
May22,163.564579208129,137.557871669851
Jun22,169.732924183833,136.255494830903
Jul22,133.558169312412,133.47041536138
Ago22,104.943065363372,138.780055322233
Sep22,103.654769162801,143.253936832556
	 
