"DATE","PN01652XM","PN01654XM","PN01655XM","PN01660XM","PN01661XM","PN01662XM","PN01664XM"
Ene00,83.7023080503666,284.315,5.23928571428571,27.297,97.8607485921334,74.406013479,342.031452498857
Feb00,81.3776039318044,299.864285714286,5.28428571428571,29.3728571428571,100.288458026633,78.117878097,333.748370361914
Mar00,78.9373990419238,286.389130434783,5.10152173913043,29.8417391304348,99.2998772479,79.7292870451304,358.193664180513
Abr00,76.2900416606452,279.72,5.10125,25.8005,96.668108993365,80.84272416885,390.20718098089
May00,80.9706761641179,275.010869565217,5.04304347826087,28.8304347826087,100.166549546609,82.142732616913,374.191556163635
Jun00,79.4726828652091,285.731818181818,5.05227272727273,31.8222727272727,103.842735983318,70.1828727428182,344.0313601631
Jul00,81.7891850125666,281.585714285714,5.02166666666667,29.9580952380952,103.324188382567,57.477661206,320.457645412143
Ago00,84.2293429467149,274.432608695652,4.92760869565218,31.2639130434783,100.110635204757,56.4506630903478,309.423577655574
Sep00,88.9899639576795,273.678571428571,4.94785714285714,33.8619047619048,109.833074217767,59.652288962,306.537028284657
Oct00,85.9273023542772,269.997727272727,4.88136363636364,33.1086363636364,121.120630695782,68.6081422988182,295.048653907027
Nov00,81.4471498535519,266.006818181818,4.7125,34.4688636363636,123.446340544705,75.1396947085909,293.254892773673
Dic00,83.9788482013505,271.828571428571,4.66238095238095,28.3280952380952,123.751941642233,77.04931101,289.309477224171
Ene01,81.1008374541905,265.876086956522,4.695,29.4821739130435,126.35443094123,75.5528280414783,280.466338781391
Feb01,80.110083240551,261.865,4.5705,29.59,121.01541007066,74.66190717615,280.91301449524
Mar01,79.0230078794026,263.027272727273,4.39931818181818,27.2445454545455,123.993320778473,73.9049628831818,311.152420059545
Abr01,75.604668982692,260.361904761905,4.39214285714286,27.55,121.8447681045,71.781462739,301.434901645171
May01,76.532866421909,272.273913043478,4.44239130434783,28.6052173913044,124.205722661483,68.2269081498261,298.879730332965
Jun01,73.0518078997588,270.230952380952,4.36809523809524,27.5990476190476,117.859825230933,66.719829169,310.389868771676
Jul01,69.253143578654,267.531818181818,4.25522727272727,26.4181818181818,113.320943087545,73.0639136687727,360.175210363291
Ago01,66.6416930538114,272.404347826087,4.20717391304348,27.3739130434783,112.244047386678,76.0320938287826,379.012969984791
Sep01,64.7446415545228,283.42,4.3825,26.222,113.790678021125,74.406013479,342.39993942282
Oct01,62.4767289855652,283.060869565217,4.42260869565217,22.1695652173913,117.184478877474,70.2809043811305,314.417527160191
Nov01,65.164626857635,276.163636363636,4.11818181818182,19.5209090909091,120.815824916659,72.3839164315909,330.382741930536
Dic01,66.7101545115768,276.142857142857,4.3802380952381,19.3804761904762,116.521304353533,75.005910791,327.732900064743
Ene02,68.3178154846095,281.29347826087,4.50239130434783,19.6517391304348,117.559903744196,74.7312295489565,319.14308782387
Feb02,70.8224391784789,295.495,4.4545,20.761,116.169833266935,73.87454195415,304.91033173571
